# KID, Season, Target Table Number
5812701,Q3M2,27
5812701,Q3M3,28
5812701,Q7M1,38
5812701,Q7M2,39
5812701,Q7M3,40
5812701,Q11M1,50
5812701,Q11M2,51
5812701,Q11M3,52
5812701,Q15M1,62
5812701,Q15M2,63
5812701,Q15M3,64
5816671,Q1,20
5817566,Q13M1,56
5817566,Q13M2,57
5817566,Q13M3,58
5817566,Q17M1,68
5817566,Q17M2,69
5817566,Q17M3,70
5822889,Q3M3,28
5822889,Q8M1,41
5822889,Q8M3,43
5822889,Q9M1,44
5822889,Q9M2,45
5822889,Q9M3,46
5822889,Q10M2,48
5822889,Q10M3,49
5823121,Q14M2,60
5853829,Q2M2,24
5854567,Q3M1,26
5856836,Q2M2,24
5857714,Q4M2,30
5858994,Q3M2,27
5859441,Q2M1,23
5865892,Q3M2,27
5867284,Q3M3,28
5871463,Q4M1,29
5871957,Q2M2,24
5872150,Q7M1,38
5872150,Q7M2,39
5872150,Q7M3,40
5877364,Q2M2,24
5880360,Q1,20
5881211,Q3M3,28
5887983,Q2M2,24
5893123,Q7M1,38
5893123,Q7M2,39
5893123,Q7M3,40
5899971,Q3M3,28
5905822,Q15M1,62
5905822,Q15M2,63
5905822,Q15M3,64
5905822,Q16M1,65
5905822,Q16M2,66
5905822,Q16M3,67
5905822,Q17M1,68
5905822,Q17M2,69
5905822,Q17M3,70
5936968,Q1,20
5938266,Q4M2,30
5939450,Q2M3,25
5940273,Q3M3,28
5941160,Q8M1,41
5941160,Q16M1,65
5941160,Q16M2,66
5941160,Q16M3,67
5943622,Q4M1,29
5943725,Q4M2,30
5944209,Q4M2,30
5949551,Q2M3,25
5950394,Q3M2,27
5950854,Q5M1,32
5950854,Q5M2,33
5950854,Q5M3,34
5950854,Q7M1,38
5950854,Q7M3,40
5950854,Q9M1,44
5950854,Q9M2,45
5950854,Q9M3,46
5952403,Q14M1,59
5952403,Q14M2,60
5952403,Q14M3,61
5952403,Q16M1,65
5952403,Q16M2,66
5952403,Q16M3,67
5954158,Q4M3,31
5954264,Q2M2,24
5955122,Q1,20
5955122,Q5M1,32
5955122,Q5M2,33
5955122,Q5M3,34
5955122,Q6M1,35
5955122,Q6M2,36
5955122,Q6M3,37
5955122,Q7M1,38
5955122,Q7M2,39
5955122,Q7M3,40
5955122,Q8M1,41
5955122,Q8M2,42
5955122,Q8M3,43
5955122,Q10M1,47
5955122,Q10M2,48
5955122,Q10M3,49
5955122,Q11M1,50
5955122,Q11M2,51
5955122,Q11M3,52
5955122,Q12M1,53
5955122,Q12M2,54
5955122,Q12M3,55
5955122,Q13M1,56
5955122,Q13M2,57
5955122,Q13M3,58
5955122,Q14M1,59
5955122,Q14M2,60
5955122,Q14M3,61
5955122,Q15M1,62
5955122,Q15M2,63
5955122,Q15M3,64
5955122,Q16M1,65
5955122,Q16M2,66
5955122,Q16M3,67
5955122,Q17M1,68
5955122,Q17M2,69
5955122,Q17M3,70
5959753,Q7M1,38
5960564,Q2M2,24
5961597,Q3M2,27
5962180,Q1,20
5966322,Q6M1,35
5966322,Q6M2,36
5966322,Q6M3,37
5966322,Q8M1,41
5966322,Q8M2,42
5966322,Q8M3,43
5972334,Q5M1,32
5972334,Q5M2,33
5972334,Q5M3,34
5972334,Q9M1,44
5972334,Q9M2,45
5972334,Q9M3,46
5972334,Q13M1,56
5972334,Q13M2,57
5972334,Q13M3,58
5972334,Q17M2,69
5972334,Q17M3,70
5978436,Q2M2,24
5985398,Q2M2,24
5988566,Q2M3,25
6020753,Q7M1,38
6020753,Q7M2,39
6020753,Q7M3,40
6020753,Q8M1,41
6020753,Q8M2,42
6020753,Q8M3,43
6020753,Q12M1,53
6020753,Q12M2,54
6020753,Q12M3,55
6020753,Q16M1,65
6020753,Q16M2,66
6020753,Q16M3,67
6021193,Q12M1,53
6021193,Q12M2,54
6021193,Q12M3,55
6021275,Q7M1,38
6021275,Q7M2,39
6021275,Q7M3,40
6021275,Q8M1,41
6021275,Q8M2,42
6021275,Q8M3,43
6021275,Q12M1,53
6021275,Q12M2,54
6021275,Q12M3,55
6021275,Q15M1,62
6021275,Q15M2,63
6021275,Q15M3,64
6021275,Q16M1,65
6021275,Q16M2,66
6021275,Q16M3,67
6022792,Q2M1,23
6026188,Q3M3,28
6029239,Q6M1,35
6029239,Q6M2,36
6029239,Q6M3,37
6029239,Q9M1,44
6029239,Q9M2,45
6029239,Q9M3,46
6029239,Q10M1,47
6029239,Q10M2,48
6029239,Q10M3,49
6029239,Q13M1,56
6029239,Q13M2,57
6029239,Q13M3,58
6029239,Q14M1,59
6029239,Q14M2,60
6029239,Q14M3,61
6029239,Q17M1,68
6029239,Q17M2,69
6029239,Q17M3,70
6032730,Q3M2,27
6032730,Q6M1,35
6032730,Q6M2,36
6032730,Q6M3,37
6032730,Q11M1,50
6032730,Q11M2,51
6032730,Q11M3,52
6032730,Q12M1,53
6032730,Q12M2,54
6032730,Q12M3,55
6032730,Q13M1,56
6032730,Q13M2,57
6032730,Q13M3,58
6032730,Q14M1,59
6032730,Q14M2,60
6032730,Q14M3,61
6032730,Q15M1,62
6032730,Q15M2,63
6032730,Q15M3,64
6032730,Q16M1,65
6032730,Q16M2,66
6032730,Q16M3,67
6032730,Q17M1,68
6032730,Q17M2,69
6032730,Q17M3,70
6032920,Q14M1,59
6032920,Q14M2,60
6032920,Q14M3,61
6032981,Q9M3,46
6034108,Q3M3,28
6035199,Q3M2,27
6037581,Q12M1,53
6037581,Q12M2,54
6037581,Q12M3,55
6037904,Q1,20
6038355,Q2M2,24
6039039,Q2M3,25
6042116,Q3M1,26
6045247,Q2M1,23
6046540,Q4M1,29
6046540,Q4M2,30
6046540,Q4M3,31
6046540,Q5M1,32
6046540,Q5M2,33
6046540,Q5M3,34
6046540,Q6M1,35
6046540,Q6M2,36
6046540,Q6M3,37
6047087,Q4M1,29
6047498,Q11M1,50
6047498,Q11M2,51
6047498,Q11M3,52
6049366,Q4M1,29
6049715,Q2M3,25
6056992,Q10M1,47
6056992,Q10M2,48
6056992,Q10M3,49
6056992,Q14M1,59
6056992,Q14M2,60
6056992,Q14M3,61
6058830,Q4M3,31
6059860,Q2M1,23
6062088,Q8M1,41
6062088,Q8M2,42
6062088,Q8M3,43
6064910,Q5M1,32
6064910,Q5M2,33
6064910,Q5M3,34
6064910,Q7M1,38
6064910,Q7M2,39
6064910,Q7M3,40
6064910,Q8M1,41
6064910,Q8M2,42
6064910,Q8M3,43
6064910,Q9M1,44
6064910,Q9M2,45
6064910,Q9M3,46
6064910,Q10M1,47
6064910,Q10M2,48
6064910,Q10M3,49
6064910,Q11M1,50
6064910,Q11M2,51
6064910,Q11M3,52
6066416,Q2M3,25
6067817,Q5M1,32
6067817,Q5M2,33
6067817,Q5M3,34
6070714,Q13M1,56
6070714,Q13M2,57
6070714,Q13M3,58
6070714,Q17M1,68
6070714,Q17M2,69
6070714,Q17M3,70
6071903,Q7M1,38
6071903,Q7M2,39
6071903,Q7M3,40
6071903,Q8M1,41
6071903,Q8M2,42
6071903,Q8M3,43
6071903,Q9M1,44
6071903,Q9M2,45
6071903,Q9M3,46
6071903,Q11M1,50
6071903,Q11M2,51
6071903,Q11M3,52
6071903,Q12M1,53
6071903,Q12M2,54
6071903,Q12M3,55
6071903,Q13M1,56
6071903,Q13M2,57
6071903,Q13M3,58
6072195,Q2M3,25
6072870,Q2M2,24
6100702,Q8M1,41
6100702,Q8M2,42
6100702,Q8M3,43
6106120,Q6M1,35
6106120,Q6M2,36
6106120,Q6M3,37
6106120,Q7M1,38
6106120,Q7M2,39
6106120,Q7M3,40
6106120,Q8M1,41
6106120,Q8M2,42
6106120,Q8M3,43
6106120,Q10M2,48
6106120,Q10M3,49
6106152,Q2M1,23
6106415,Q2M2,24
6106415,Q6M1,35
6106415,Q6M2,36
6106415,Q6M3,37
6106415,Q7M1,38
6106415,Q7M2,39
6106415,Q7M3,40
6106415,Q8M1,41
6106415,Q8M2,42
6106415,Q8M3,43
6106415,Q10M1,47
6106415,Q10M2,48
6106415,Q10M3,49
6106415,Q11M1,50
6106415,Q11M2,51
6106415,Q11M3,52
6106415,Q12M1,53
6106415,Q12M2,54
6106415,Q12M3,55
6106415,Q14M1,59
6106415,Q14M2,60
6106415,Q14M3,61
6106415,Q15M1,62
6106415,Q15M2,63
6106415,Q15M3,64
6106415,Q16M1,65
6106415,Q16M2,66
6106415,Q16M3,67
6106877,Q4M1,29
6115603,Q1,20
6116048,Q2M2,24
6116048,Q5M1,32
6116048,Q5M2,33
6116048,Q5M3,34
6116048,Q6M1,35
6116048,Q6M2,36
6116048,Q6M3,37
6116048,Q7M1,38
6116048,Q7M2,39
6116048,Q7M3,40
6116048,Q8M1,41
6116048,Q8M2,42
6116048,Q8M3,43
6116048,Q9M1,44
6116048,Q9M2,45
6116048,Q9M3,46
6116048,Q10M1,47
6116048,Q10M2,48
6116048,Q10M3,49
6116048,Q11M1,50
6116048,Q11M2,51
6116048,Q11M3,52
6116048,Q12M1,53
6116048,Q12M2,54
6116048,Q12M3,55
6116048,Q13M1,56
6116048,Q13M2,57
6116048,Q13M3,58
6116048,Q14M1,59
6116048,Q14M2,60
6116048,Q14M3,61
6116048,Q15M1,62
6116048,Q15M2,63
6116048,Q15M3,64
6116048,Q16M1,65
6116048,Q16M2,66
6116048,Q16M3,67
6116048,Q17M1,68
6116048,Q17M2,69
6116048,Q17M3,70
6117415,Q4M1,29
6117516,Q4M2,30
6119013,Q4M3,31
6123324,Q2M3,25
6125481,Q8M2,42
6125631,Q2M3,25
6126562,Q3M1,26
6126855,Q3M2,27
6128590,Q4M3,31
6128830,Q4M2,30
6129877,Q3M1,26
6130977,Q4M1,29
6131093,Q1,20
6131093,Q7M3,40
6131587,Q2M1,23
6138109,Q4M2,30
6141372,Q4M3,31
6142919,Q3M3,28
6143126,Q1,20
6146418,Q4M1,29
6149553,Q14M1,59
6149553,Q14M2,60
6149553,Q14M3,61
6149553,Q16M1,65
6149553,Q16M2,66
6149553,Q16M3,67
6153201,Q10M1,47
6153201,Q10M2,48
6153201,Q10M3,49
6182093,Q2M1,23
6184894,Q15M1,62
6184894,Q15M2,63
6184894,Q15M3,64
6185416,Q4M1,29
6185476,Q8M1,41
6185476,Q8M2,42
6185476,Q8M3,43
6185476,Q12M1,53
6185476,Q12M2,54
6185476,Q12M3,55
6185476,Q16M1,65
6185476,Q16M2,66
6185476,Q16M3,67
6187665,Q2M2,24
6187665,Q7M1,38
6187665,Q7M2,39
6187665,Q7M3,40
6187665,Q8M1,41
6187665,Q8M2,42
6187665,Q8M3,43
6187665,Q10M1,47
6187665,Q10M2,48
6187665,Q10M3,49
6188162,Q4M1,29
6191340,Q1,20
6196233,Q4M1,29
6196457,Q6M1,35
6196457,Q6M2,36
6196457,Q6M3,37
6196457,Q8M1,41
6196457,Q8M2,42
6196457,Q8M3,43
6205460,Q8M2,42
6205460,Q11M3,52
6205460,Q14M1,59
6205460,Q14M3,61
6206751,Q4M2,30
6206751,Q11M1,50
6206751,Q11M2,51
6206751,Q11M3,52
6208397,Q1,20
6225718,Q3M1,26
6225718,Q6M1,35
6225718,Q6M2,36
6225718,Q6M3,37
6225718,Q7M1,38
6225718,Q7M2,39
6225718,Q7M3,40
6225718,Q8M1,41
6225718,Q8M2,42
6225718,Q8M3,43
6225718,Q9M1,44
6225718,Q9M2,45
6225718,Q9M3,46
6225718,Q10M1,47
6225718,Q10M2,48
6225718,Q10M3,49
6225718,Q11M1,50
6225718,Q11M2,51
6225718,Q11M3,52
6225718,Q12M1,53
6225718,Q12M2,54
6225718,Q12M3,55
6225718,Q13M1,56
6225718,Q13M2,57
6225718,Q13M3,58
6225718,Q14M1,59
6225718,Q14M2,60
6225718,Q14M3,61
6225718,Q15M1,62
6225718,Q15M2,63
6225718,Q15M3,64
6225718,Q16M1,65
6225718,Q16M2,66
6225718,Q16M3,67
6225718,Q17M1,68
6225718,Q17M2,69
6225718,Q17M3,70
6228703,Q5M2,33
6232600,Q2M3,25
6266741,Q10M1,47
6266741,Q10M2,48
6266741,Q10M3,49
6266741,Q14M1,59
6266741,Q14M2,60
6266741,Q14M3,61
6266866,Q2M3,25
6267535,Q8M1,41
6267535,Q8M2,42
6267535,Q8M3,43
6268607,Q2M1,23
6268648,Q11M1,50
6268648,Q11M2,51
6268648,Q11M3,52
6268648,Q12M1,53
6268648,Q12M2,54
6268648,Q12M3,55
6268648,Q14M1,59
6268648,Q14M2,60
6268648,Q14M3,61
6268648,Q15M1,62
6268648,Q15M2,63
6268648,Q15M3,64
6268648,Q16M1,65
6268648,Q16M2,66
6268648,Q16M3,67
6268890,Q2M2,24
6270968,Q3M1,26
6272547,Q1,20
6273477,Q3M2,27
6278127,Q4M2,30
6278762,Q4M2,30
6278762,Q6M1,35
6278762,Q6M2,36
6278762,Q6M3,37
6278762,Q15M1,62
6278762,Q15M2,63
6278762,Q15M3,64
6278762,Q16M1,65
6278762,Q16M2,66
6278762,Q16M3,67
6278762,Q17M1,68
6278762,Q17M2,69
6278762,Q17M3,70
6279848,Q7M1,38
6283995,Q2M1,23
6285677,Q2M1,23
6285995,Q2M2,24
6286450,Q3M1,26
6286633,Q2M1,23
6286925,Q2M2,24
6286947,Q4M1,29
6287060,Q3M2,27
6289257,Q7M1,38
6289257,Q7M2,39
6289257,Q7M3,40
6289257,Q8M1,41
6289367,Q2M1,23
6289468,Q2M2,24
6289468,Q5M1,32
6289468,Q5M2,33
6289468,Q5M3,34
6289471,Q4M3,31
6290627,Q3M3,28
6291694,Q4M2,30
6291837,Q7M1,38
6291837,Q7M2,39
6291837,Q7M3,40
6291837,Q8M1,41
6291837,Q8M2,42
6291837,Q8M3,43
6291837,Q11M1,50
6291837,Q11M2,51
6291837,Q11M3,52
6291837,Q12M1,53
6291837,Q12M2,54
6291837,Q12M3,55
6291837,Q15M1,62
6291837,Q15M2,63
6291837,Q15M3,64
6291837,Q16M1,65
6291837,Q16M2,66
6291837,Q16M3,67
6293201,Q2M3,25
6294018,Q1,20
6301745,Q2M2,24
6306896,Q2M3,25
6306896,Q7M3,40
6307062,Q13M1,56
6307062,Q13M2,57
6307062,Q13M3,58
6307062,Q14M1,59
6307062,Q14M2,60
6307062,Q14M3,61
6307062,Q17M1,68
6307062,Q17M2,69
6307062,Q17M3,70
6307459,Q2M1,23
6307537,Q13M1,56
6307537,Q13M2,57
6307537,Q13M3,58
6308642,Q4M1,29
6309763,Q7M1,38
6309763,Q7M2,39
6309763,Q7M3,40
6309763,Q10M1,47
6309763,Q10M2,48
6309763,Q10M3,49
6309763,Q11M1,50
6309763,Q11M2,51
6309763,Q11M3,52
6313425,Q1,20
6313425,Q5M1,32
6313425,Q5M2,33
6313425,Q5M3,34
6313425,Q8M1,41
6313425,Q8M2,42
6313425,Q8M3,43
6313425,Q9M1,44
6313425,Q9M2,45
6313425,Q9M3,46
6313425,Q10M1,47
6313425,Q10M2,48
6313425,Q10M3,49
6313425,Q11M1,50
6313425,Q11M2,51
6313425,Q11M3,52
6313425,Q12M1,53
6313425,Q12M2,54
6313425,Q12M3,55
6314137,Q2M2,24
6345039,Q4M3,31
6345456,Q3M1,26
6346065,Q2M1,23
6347340,Q3M3,28
6359801,Q3M1,26
6362386,Q5M3,34
6363365,Q4M2,30
6363641,Q4M3,31
6366512,Q2M3,25
6367172,Q15M1,62
6368045,Q3M3,28
6370489,Q2M3,25
6370489,Q6M1,35
6370489,Q6M2,36
6370489,Q6M3,37
6373574,Q3M1,26
6381306,Q3M3,28
6381846,Q9M1,44
6381846,Q9M2,45
6381846,Q9M3,46
6382916,Q2M3,25
6387786,Q2M3,25
6387969,Q4M3,31
6387969,Q10M1,47
6387969,Q10M2,48
6387969,Q10M3,49
6387969,Q11M1,50
6387969,Q11M2,51
6387969,Q11M3,52
6390236,Q4M1,29
6421759,Q4M1,29
6421967,Q1,20
6422155,Q7M1,38
6422155,Q7M2,39
6422155,Q7M3,40
6425358,Q3M3,28
6425957,Q8M1,41
6425957,Q8M2,42
6425957,Q8M3,43
6425957,Q16M1,65
6425957,Q16M2,66
6425957,Q16M3,67
6428674,Q4M3,31
6428850,Q2M3,25
6430804,Q2M2,24
6432054,Q3M2,27
6432054,Q7M1,38
6432054,Q7M2,39
6432054,Q7M3,40
6432054,Q8M1,41
6432054,Q8M2,42
6432054,Q8M3,43
6432054,Q9M1,44
6432054,Q9M2,45
6432054,Q9M3,46
6432054,Q10M1,47
6432054,Q10M2,48
6432054,Q10M3,49
6432054,Q11M1,50
6432054,Q11M2,51
6432054,Q11M3,52
6432054,Q12M1,53
6432054,Q12M2,54
6432054,Q12M3,55
6432054,Q13M1,56
6432054,Q13M2,57
6432054,Q13M3,58
6440930,Q3M2,27
6441836,Q2M1,23
6442183,Q3M3,28
6442183,Q6M1,35
6442183,Q6M2,36
6442183,Q6M3,37
6442183,Q7M1,38
6442183,Q7M2,39
6442183,Q7M3,40
6442183,Q8M1,41
6442183,Q8M2,42
6442183,Q8M3,43
6442183,Q9M1,44
6442183,Q9M2,45
6442183,Q9M3,46
6442183,Q10M1,47
6442183,Q10M2,48
6442183,Q10M3,49
6442183,Q11M1,50
6442183,Q11M2,51
6442183,Q11M3,52
6442183,Q12M1,53
6442183,Q12M2,54
6442183,Q12M3,55
6442183,Q13M1,56
6442183,Q13M2,57
6442183,Q13M3,58
6442183,Q14M1,59
6442183,Q14M2,60
6442183,Q14M3,61
6442183,Q15M1,62
6442183,Q15M2,63
6442183,Q15M3,64
6442183,Q16M1,65
6442183,Q16M2,66
6442183,Q16M3,67
6442183,Q17M1,68
6442183,Q17M2,69
6442183,Q17M3,70
6442377,Q6M1,35
6442377,Q6M2,36
6442377,Q6M3,37
6443122,Q2M2,24
6443122,Q5M1,32
6443122,Q5M2,33
6443122,Q5M3,34
6443122,Q7M1,38
6443122,Q7M2,39
6443122,Q7M3,40
6443122,Q8M1,41
6443122,Q8M2,42
6443122,Q8M3,43
6443122,Q9M1,44
6443122,Q9M2,45
6443122,Q9M3,46
6443122,Q10M1,47
6443122,Q10M2,48
6443122,Q10M3,49
6443122,Q11M1,50
6443122,Q11M2,51
6443122,Q11M3,52
6443122,Q12M1,53
6443122,Q12M2,54
6443122,Q12M3,55
6443503,Q1,20
6448666,Q3M2,27
6448678,Q4M1,29
6448798,Q3M1,26
6448890,Q9M1,44
6448890,Q9M2,45
6448890,Q12M1,53
6448890,Q12M2,54
6448890,Q12M3,55
6448890,Q16M1,65
6448890,Q16M2,66
6448890,Q16M3,67
6448890,Q17M1,68
6448890,Q17M2,69
6448890,Q17M3,70
6450613,Q2M2,24
6464166,Q2M3,25
6467389,Q17M3,70
6468112,Q2M3,25
6470149,Q9M2,45
6470149,Q13M1,56
6470149,Q13M2,57
6470149,Q13M3,58
6471021,Q4M3,31
6471021,Q7M1,38
6471021,Q13M1,56
6471021,Q13M2,57
6471021,Q13M3,58
6471021,Q14M1,59
6471021,Q15M1,62
6471021,Q15M2,63
6471021,Q15M3,64
6471021,Q16M2,66
6471021,Q17M3,70
6497003,Q3M1,26
6499690,Q4M1,29
6500578,Q4M2,30
6502255,Q2M2,24
6504534,Q14M1,59
6504534,Q14M2,60
6504534,Q14M3,61
6504534,Q16M1,65
6504534,Q16M2,66
6504534,Q16M3,67
6504954,Q14M2,60
6505044,Q4M1,29
6507962,Q1,20
6508221,Q11M1,50
6508221,Q11M2,51
6508221,Q11M3,52
6508221,Q16M1,65
6508233,Q4M2,30
6508366,Q1,20
6508366,Q5M1,32
6508366,Q5M2,33
6508366,Q5M3,34
6508366,Q6M1,35
6508366,Q6M2,36
6508366,Q6M3,37
6508366,Q7M1,38
6508366,Q7M2,39
6508366,Q7M3,40
6508366,Q8M1,41
6508366,Q8M2,42
6508366,Q8M3,43
6508366,Q9M1,44
6508366,Q9M2,45
6508366,Q9M3,46
6508366,Q10M1,47
6508366,Q10M2,48
6508366,Q10M3,49
6508366,Q11M1,50
6508366,Q11M2,51
6508366,Q11M3,52
6508366,Q12M1,53
6508366,Q12M2,54
6508366,Q12M3,55
6508366,Q13M1,56
6508366,Q13M2,57
6508366,Q13M3,58
6508366,Q14M1,59
6508366,Q14M2,60
6508366,Q14M3,61
6508366,Q15M1,62
6508366,Q15M2,63
6508366,Q15M3,64
6508366,Q16M1,65
6508366,Q16M2,66
6508366,Q16M3,67
6508366,Q17M1,68
6508366,Q17M2,69
6508366,Q17M3,70
6510183,Q2M3,25
6511221,Q4M1,29
6516783,Q4M1,29
6519869,Q3M1,26
6521045,Q3M1,26
6521045,Q3M2,27
6521045,Q3M3,28
6521045,Q4M1,29
6521045,Q4M2,30
6521045,Q4M3,31
6521045,Q5M1,32
6521045,Q5M2,33
6521045,Q5M3,34
6521045,Q6M1,35
6521045,Q6M2,36
6521045,Q6M3,37
6521045,Q7M1,38
6521045,Q7M2,39
6521045,Q7M3,40
6521045,Q8M1,41
6521045,Q8M2,42
6521045,Q8M3,43
6521045,Q9M1,44
6521045,Q9M2,45
6521045,Q9M3,46
6521045,Q10M1,47
6521045,Q10M2,48
6521045,Q10M3,49
6521045,Q11M1,50
6521045,Q11M2,51
6521045,Q11M3,52
6521045,Q12M1,53
6521045,Q12M2,54
6521045,Q12M3,55
6521045,Q13M1,56
6521045,Q13M2,57
6521045,Q13M3,58
6521045,Q14M1,59
6521045,Q14M2,60
6521045,Q14M3,61
6521045,Q15M1,62
6521045,Q15M2,63
6521045,Q15M3,64
6521045,Q16M1,65
6521045,Q16M2,66
6521045,Q16M3,67
6521045,Q17M1,68
6521045,Q17M2,69
6521045,Q17M3,70
6522553,Q4M2,30
6522750,Q2M3,25
6522750,Q10M1,47
6522750,Q10M2,48
6522750,Q10M3,49
6522750,Q14M2,60
6522750,Q14M3,61
6522823,Q6M1,35
6522823,Q6M2,36
6522823,Q6M3,37
6525025,Q4M2,30
6525196,Q2M1,23
6525196,Q3M2,27
6526940,Q1,20
6527012,Q3M3,28
6527211,Q4M3,31
6528060,Q4M1,29
6528464,Q6M2,36
6528464,Q6M3,37
6528464,Q7M1,38
6528464,Q7M2,39
6528464,Q7M3,40
6528464,Q8M1,41
6528464,Q8M2,42
6528464,Q8M3,43
6528464,Q17M1,68
6528464,Q17M2,69
6528464,Q17M3,70
6528830,Q1,20
6529109,Q3M3,28
6530901,Q3M2,27
6531550,Q2M1,23
6531928,Q2M1,23
6531928,Q5M1,32
6531928,Q5M2,33
6531928,Q5M3,34
6531928,Q7M1,38
6531928,Q7M2,39
6531928,Q7M3,40
6531928,Q8M1,41
6531928,Q8M2,42
6531928,Q8M3,43
6531928,Q9M1,44
6531928,Q9M2,45
6531928,Q9M3,46
6531928,Q10M1,47
6531928,Q10M2,48
6531928,Q10M3,49
6531928,Q11M1,50
6531928,Q11M2,51
6531928,Q11M3,52
6531928,Q12M1,53
6531928,Q12M2,54
6531928,Q12M3,55
6531928,Q13M1,56
6531928,Q13M3,58
6541920,Q4M1,29
6541920,Q4M2,30
6541920,Q4M3,31
6541920,Q8M1,41
6541920,Q8M2,42
6541920,Q8M3,43
6541920,Q12M1,53
6541920,Q12M2,54
6541920,Q12M3,55
6541920,Q16M1,65
6541920,Q16M2,66
6541920,Q16M3,67
6545009,Q4M1,29
6545986,Q2M3,25
6547806,Q1,20
6548447,Q5M2,33
6548447,Q14M1,59
6548447,Q14M3,61
6585228,Q2M3,25
6586052,Q2M2,24
6586053,Q4M2,30
6587002,Q10M1,47
6587002,Q10M2,48
6587002,Q10M3,49
6587236,Q3M3,28
6590668,Q1,20
6593363,Q5M3,34
6593363,Q10M1,47
6593363,Q10M2,48
6593363,Q10M3,49
6593461,Q4M3,31
6595350,Q2M3,25
6600155,Q2M2,24
6603043,Q9M2,45
6603624,Q1,20
6603624,Q5M1,32
6603624,Q5M2,33
6603624,Q5M3,34
6603624,Q6M1,35
6603624,Q6M2,36
6603624,Q6M3,37
6603624,Q7M1,38
6603624,Q7M2,39
6603624,Q7M3,40
6603624,Q8M1,41
6603624,Q8M2,42
6603624,Q8M3,43
6603624,Q9M1,44
6603624,Q9M2,45
6603624,Q9M3,46
6603624,Q10M1,47
6603624,Q10M2,48
6603624,Q10M3,49
6603624,Q11M1,50
6603624,Q11M2,51
6603624,Q11M3,52
6603624,Q12M1,53
6603624,Q12M2,54
6603624,Q12M3,55
6603624,Q13M1,56
6603624,Q13M2,57
6603624,Q13M3,58
6603624,Q14M1,59
6603624,Q14M2,60
6603624,Q14M3,61
6603624,Q15M1,62
6603624,Q15M2,63
6603624,Q15M3,64
6603624,Q16M1,65
6603624,Q16M2,66
6603624,Q16M3,67
6603624,Q17M1,68
6603624,Q17M2,69
6603624,Q17M3,70
6603756,Q13M1,56
6603756,Q13M2,57
6603756,Q13M3,58
6603756,Q15M1,62
6603756,Q15M2,63
6603756,Q15M3,64
6605673,Q3M2,27
6606229,Q4M1,29
6606653,Q12M1,53
6606653,Q12M2,54
6606653,Q12M3,55
6607150,Q2M2,24
6607403,Q3M2,27
6607447,Q9M3,46
6607779,Q4M1,29
6612114,Q2M3,25
6612225,Q3M3,28
6612589,Q1,20
6612869,Q3M3,28
6613006,Q17M1,68
6613006,Q17M2,69
6613006,Q17M3,70
6614168,Q2M3,25
6614501,Q6M1,35
6614501,Q6M2,36
6614501,Q6M3,37
6614501,Q10M1,47
6614501,Q10M2,48
6614501,Q10M3,49
6616218,Q12M1,53
6616218,Q12M2,54
6616218,Q12M3,55
6616270,Q1,20
6620375,Q4M1,29
6627606,Q1,20
6629216,Q1,20
6629332,Q9M2,45
6629588,Q11M1,50
6629588,Q11M2,51
6629588,Q11M3,52
6631721,Q3M1,26
6631721,Q3M2,27
6631721,Q3M3,28
6631721,Q4M1,29
6631721,Q4M2,30
6631721,Q4M3,31
6631721,Q6M1,35
6631721,Q6M2,36
6631721,Q6M3,37
6631721,Q7M1,38
6635571,Q2M1,23
6635571,Q3M1,26
6635571,Q3M2,27
6635571,Q3M3,28
6635571,Q5M1,32
6635571,Q5M2,33
6635571,Q5M3,34
6635571,Q6M1,35
6635571,Q6M2,36
6635571,Q6M3,37
6665223,Q13M1,56
6665526,Q4M3,31
6668729,Q3M2,27
6670742,Q2M1,23
6670812,Q2M3,25
6671492,Q4M2,30
6671560,Q2M2,24
6676174,Q2M1,23
6677841,Q14M1,59
6677841,Q14M2,60
6677841,Q14M3,61
6677841,Q16M1,65
6677841,Q16M2,66
6677841,Q16M3,67
6678383,Q3M1,26
6678383,Q3M2,27
6678383,Q3M3,28
6678383,Q4M1,29
6678383,Q4M2,30
6678383,Q4M3,31
6678383,Q6M1,35
6678383,Q6M2,36
6678383,Q6M3,37
6678383,Q7M1,38
6678383,Q7M2,39
6678383,Q7M3,40
6678383,Q8M1,41
6678383,Q8M2,42
6678383,Q8M3,43
6678383,Q10M1,47
6678383,Q10M2,48
6678383,Q10M3,49
6678383,Q11M1,50
6678383,Q11M2,51
6678383,Q11M3,52
6678383,Q12M1,53
6678383,Q12M2,54
6678383,Q12M3,55
6678383,Q14M1,59
6678383,Q14M2,60
6678383,Q14M3,61
6678383,Q15M3,64
6678383,Q16M1,65
6678383,Q16M2,66
6678383,Q16M3,67
6679371,Q2M3,25
6679371,Q6M1,35
6679371,Q6M2,36
6679371,Q6M3,37
6679371,Q8M1,41
6679371,Q8M2,42
6679371,Q8M3,43
6679371,Q9M1,44
6679371,Q9M2,45
6679371,Q9M3,46
6679371,Q10M1,47
6679371,Q10M2,48
6679371,Q10M3,49
6679371,Q11M1,50
6679371,Q11M2,51
6679371,Q11M3,52
6679371,Q12M1,53
6679371,Q12M2,54
6679371,Q12M3,55
6679371,Q13M1,56
6679371,Q13M2,57
6679371,Q13M3,58
6679371,Q14M1,59
6679371,Q14M2,60
6679371,Q14M3,61
6679371,Q15M1,62
6679371,Q15M2,63
